useruuid,admin2,distance_travelled,number_of_pois,radius_of_gyration,time_at_home,latitude,longitude,time_coverage,urban,poverty
90637b00d4e1b0572e5c3cbc1a723e1d6294aec2a0c2796acdc543b4a26ed433,CIV.1.1_1,4.558,1,0.0,56064,5.32562,-4.10339,76454,1,8.0
906f831657f87196448cdb601dd9270095fa1126ef7fd0f4f7ecb5cef87c7b55,CIV.1.1_1,12.411,3,0.784,46632,5.40534,-3.97634,69330,1,8.0
908bfbd007b63682a135043e837e7e0538a1c6b2afc960f76b1ea2c5fb38e7ba,CIV.1.1_1,0.031,1,0.0,3032,5.39931,-3.97618,3032,1,8.0
90ea7756c8d8b209eca6ce0d8ba16cb8ee6ddc613d280b3419d6737cce8f1139,-1,0.302,0,-1.0,-1,,,4659,-1,-1.0
9174c533b4d8580c7f2cba81ea0363ccf6eb8bcd05eb99e1b0d3768976a00f79,CIV.1.1_1,12.974,1,0.0,49617,5.29258,-3.97186,50464,1,8.0
91a73914bddd21e382a5136203e42166df1c41e614df5c0a587a79b21a9c1581,CIV.1.1_1,0.0,1,-1.0,3432,5.24323,-3.89465,3432,1,8.0
91fd9ead7f6c6693a858b2707eea04b4feec1c7ee35df095936db4901db0be05,-1,0.291,0,-1.0,-1,,,11140,-1,-1.0
91ff27c313d86c17c9e3631a788d9a45f1dcd823fe11a5a4d8dc2ee82bf94d00,-1,0.823,0,-1.0,-1,,,27637,-1,-1.0
9217696c79e528f4fadce0f98a27cf3a0ffaa8b143fa0da79102565f7fbcf0a1,CIV.1.1_1,17.825,4,1.416,35811,5.32562,-4.10339,77091,1,8.0
923768735f971afa3ee47f9a5a0f555692247ce3e53059a9ba74f3698476f1aa,-1,2.231,0,-1.0,-1,,,20698,-1,-1.0
92485c47226884686d283e0873c7ffa27109eb6409d46ae191f9a30079562882,CIV.1.1_1,33.695,3,7.398,29075,5.3433,-4.08058,54639,1,8.0
9280836b06cd8dd864d1b988489121a0bd44662520fcc38b3a8b2bacd93f8f7b,CIV.1.1_1,0.0,1,-1.0,86020,5.38768,-3.98024,86020,1,8.0
92afdd18c8b83adcb668b09d991498f75076999457fa8a641106ded915d91a71,CIV.1.1_1,7.2,1,0.0,13252,5.33357,-4.10303,46214,1,8.0
92cc989204d6274e5a0a229d79a1810eb191bc66fe66f9f2e79579e252750c0d,CIV.1.1_1,0.514,1,0.0,26659,5.34004,-4.0778,26659,1,8.0
9341e1ef816baff3b2f12691b1f6d54b69d7e7e2003143aa97b39d8a2a29a437,CIV.1.1_1,94.223,1,0.0,928,5.32093,-4.06396,56105,1,8.0
93b961b5c4f455b86a47b07e7ec39b2a9adab9724996450c4b47c8bc1555e4db,CIV.1.1_1,39.592,1,0.0,43696,5.38503,-3.94901,52223,1,8.0
93bdae2aa891b93894d6041d9b8365584906b9ee8e35dfb6247592524c6a5967,-1,0.0,0,-1.0,-1,,,0,-1,-1.0
93d6cd58d293bd1b4e5fbc6bd51da68c37e1b0fdafbbbf80cb73ccd6564ce9d1,CIV.1.1_1,5.52,1,0.0,81964,5.36957,-3.94958,81964,1,8.0
942b972c6554cb4155775befc268f09ebe19398a13b1b3d37e678e9aa8b185d7,-1,3.373,0,-1.0,-1,,,63616,-1,-1.0
9464f367e9a5a726ce6334b5f116c9a897110527febfa64fadac6534fa100eb3,CIV.1.1_1,2.299,2,0.973,1279,5.41351,-3.98254,27125,1,8.0
947197a10f72def1a9ad8277dbcb8d5b18f78c67ab2eb38a90431b6f6e5ef085,-1,1.302,0,-1.0,-1,,,84603,-1,-1.0
947c75db29eecda4aec5064d5d454a599e6882c3ded7178599a73887eb3c29a6,-1,0.391,0,-1.0,-1,,,7655,-1,-1.0
9532c0d03c59ce08517253434d1b53e80e13d5495294b0ab51d792caa38660ad,CIV.3.2_1,45.558,2,27.479,4789,5.21585,-3.73626,34856,1,8.0
953956fe5dcc3496b64198ff9a289f553f1000b9c286551e2ee56bca1a0d85a9,CIV.1.1_1,7.823,1,0.0,56434,5.38605,-3.91663,64020,1,8.0
959833f22c104bbd80c32cda6f8778f54ff0b844868a21f3ea513410f62305a2,CIV.1.1_1,16.117,2,0.591,22678,5.38605,-3.96057,45908,1,8.0
95ae9cd2339642b1cdb826c5e1be2aecd8a4a04552326327eb145b636cc5e619,-1,0.197,0,-1.0,-1,,,22693,-1,-1.0
95e15d3d9bfd55a43310b48d811c1641a914e9a1ccb37e5b6a886df3b3675bc1,CIV.1.1_1,30.301,2,8.224,3878,5.35216,-4.09047,44982,1,8.0
9645404317f424a084fd0b44f444b0100daf4a2980a587d6365f255d9ee8d124,CIV.9.1_1,2.042,1,0.0,2753,6.89525,-6.4486,86539,1,7.0
965b4e96b93f841b54a80692e4cf4192bd3718731c0e610f910e7687f6bc4b4d,CIV.1.1_1,27.332,3,6.05,10738,5.37559,-4.0127,88973,1,8.0
96a89331210063b4212d343580b435411474d9d7bd9e0c4a9c267738c2453dd8,CIV.1.1_1,2.7,2,0.056,7926,5.30122,-3.97042,34366,1,8.0
971ae7d89f0de2dd5305528d60c957f8ddf64c36e57f76cd57e535ffd4dfadd2,CIV.1.1_1,2.535,2,0.126,19892,5.4115,-4.00337,72390,1,8.0
97636b972bd79dafbd24744ae065ec4cb95a90f449831025e9d4ef1562cc65f9,-1,0.0,0,-1.0,-1,,,0,-1,-1.0
976a2a8b9bd8c1fd1efa2d7b18c0f36143163c74b5cb522b48d01b56bdb89cb1,CIV.1.1_1,23.757,2,0.432,54643,5.35858,-3.92761,72122,1,8.0
97faf2fa53c80fc81d3ecee21cbe2875b467d260c09dd39001e404d484363f5f,-1,0.0,0,-1.0,-1,,,0,-1,-1.0
9811f8b745ca7816da2581f00d842f3bb88e5ac77755824c912f2956ad0b245a,CIV.3.2_1,87.437,3,55.359,8369,5.14659,-3.39288,69013,0,6.0
98262abc52064ef9acbe058e61e44e3cf811f75f08aaa70d754331cb3ede106c,CIV.1.1_1,2.5,2,0.237,8885,5.32691,-4.09718,23199,1,8.0
98901b8f58dca94ba77f482909ed7f87bdb754840d71bd84214e84193e5b1746,CIV.1.1_1,17.95,1,0.0,43790,5.36957,-3.98254,53502,1,8.0
98e8f87943208b0066bc8a57de15b0520b88c56c5d09e8145983eb59ee67bf1e,CIV.3.2_1,32.441,1,0.0,8729,5.21576,-3.76282,86408,1,8.0
996b389ee885e21591398084c0c69015cae600548145f6d765deb296a9417551,CIV.1.1_1,0.338,1,0.0,32447,5.398,-3.97452,32447,1,8.0
998b74e152143005f5fbe082138f5d95265f4e1230c3b629809054c6ec7c7496,-1,34.377,0,-1.0,-1,,,45296,-1,-1.0
9a0f3e299cafca1eb87f5624c423a64ccd559512cb9e5c40e8b6e4091c0f404b,-1,20.145,0,-1.0,-1,,,61333,-1,-1.0
9a6c5bc23d58dd4d78567f7ab845a0515550b526bc8dd5d292cd8e59c49e1559,CIV.3.2_1,11.239,1,0.0,24917,5.28731,-3.30044,159763,1,6.0
9a81ae7bccd6bd9c96449d81949c9b45aa5dd7e3f9c391c359c9376d6d4fb190,CIV.1.1_1,0.006,1,-1.0,3341,5.36461,-3.98966,3341,1,8.0
9a84312ff4aa3a3f81a4582219197a59e1d108cb27c608d261be6f05135dde41,CIV.1.1_1,12.963,2,2.471,27483,5.33112,-4.07043,51024,1,8.0
9afd614c1ede6f984a93af510b27bdb6a36e037512a775c3c65ea689a6c8f2d1,CIV.1.1_1,81.952,3,7.074,13091,5.32805,-4.0267,45778,1,8.0
9cadb52360517589113d3c6256c2d8c8f2262a9c60895c1568250b6d49a089a5,CIV.1.1_1,0.921,1,0.0,2052,5.37506,-3.92761,4241,1,8.0
9cb11ad112390c6b8d503ed10fa96dabfee2f6c9a446db21c622aec42d3fe2c3,CIV.1.1_1,0.601,1,0.0,3804,5.34945,-3.94178,4104,1,8.0
9d45f7d1d369fbdda4d91fcc234cd79debc2decf640429e7c001b860abd94ca9,CIV.1.1_1,0.0,1,-1.0,64980,5.30714,-4.18543,64980,1,7.0
9d64ae4cecda44633bd2e7756a924ab9327b711fb412af688184da7d8f7e2028,CIV.1.1_1,1.295,1,0.0,1457,5.44791,-4.08167,90651,1,8.0
9e82c30fab2847b81b14b80533ef8ed6d10bd4b8e9d0150f56dede2585367ab0,-1,2.746,0,-1.0,-1,,,49322,-1,-1.0
9ee3462cac859b889ea4053cbded6007f5767c71ee8ca8a2a7caa6d66f8030cb,CIV.1.1_1,20.293,2,0.217,1484,5.42165,-4.01674,36121,1,8.0
9f771f2f53e4b7a0831c850449759eb8c34ba9ce150a0edc7a3565178ccebd3d,CIV.1.1_1,0.179,1,-1.0,125983,5.34083,-4.06719,125983,1,8.0
9fe176028d5c0b152c837097db6ce4799956b61df4a4c2a33d8a239adc8cbca5,CIV.5.1_1,7.285,1,0.0,31055,6.159,-5.94513,176739,1,7.0
9fe785fe0ffe708d13e895dab33b36b8d662fb559b336d58ed02c3b2127c496c,CIV.13.1_1,50.959,2,2.72,35122,6.88017,-5.27928,43622,0,7.0
9fed737a2fa8c236099f650f00ae987fb214d5a611826ee680b7a37947fc88d6,CIV.1.1_1,17.29,1,0.0,39311,5.40253,-3.99353,39805,1,8.0
a004e70835d8063a4cef9831e9081c4efc6b117e253d2e7a1a09de41386ff915,CIV.1.1_1,6.295,1,0.0,19710,5.38605,-3.97156,23411,1,8.0
a085067879d8467f29da05ff79dee14b1f6e5724fb9411ad3b03a6602e25050c,CIV.1.1_1,0.0,1,-1.0,54077,5.35858,-3.9386,54077,1,8.0
a0b05df2fb8045075054df819a7b37571774248bc27916f4bcd5f95660d343eb,CIV.1.1_1,1.773,1,0.0,18409,5.33213,-4.07395,19292,1,8.0
a0f5c27779dd07fe020863d5f88204d00748a228f3808aff9e197c5dfeba2fd2,CIV.1.1_1,0.627,1,0.0,1273,5.37779,-4.01348,11351,1,8.0
a11782bde7df3c75c666dac48d577166785d0f802fa011af08ba2b25d7a22f89,-1,0.0,0,-1.0,-1,,,0,-1,-1.0
a11cc5e4bb2d9b4a124929b8553026797521cd81a4264118728ad0f32abbe777,CIV.3.2_1,1.142,1,0.0,9864,5.13452,-3.28698,11601,1,7.0
a24e5a04e8ad1780ee4b69ede0af11fe1d429e81ef70e7234c271f3ed96a301f,CIV.1.1_1,0.723,1,0.0,8917,5.35192,-4.01691,9431,1,8.0
a26f18ccd4931d9d705328a55fd9d0002879541033260e6123a6e9644b749b12,-1,9.152,0,-1.0,-1,,,4139,-1,-1.0
a2a584151ed8a52ca9f0ccf8e76916f54558f1f18d9fc2675edba627da3cd21d,CIV.1.1_1,4.088,1,0.0,57754,5.35858,-4.02649,71564,1,8.0
a2f278a7b15b8787cda43b04c473218ca652493710fbd2e6ccd9332285a04247,CIV.1.1_1,44.355,1,0.0,26350,5.299,-3.96725,78852,1,8.0
a38abd045029e59e55f8d7b9171922a3fb2199ce4794de8843a5cef9cb7d5a91,CIV.1.1_1,23.438,2,0.457,6807,5.25814,-3.95985,74188,1,8.0
a39cea87cac27946d82f41cdefa3b4f8d68ba3246a9c8856d93aa1bfd33c5f6e,CIV.1.1_1,5.311,3,0.2,68421,5.30677,-3.93509,102201,1,8.0
a3cfc057649e65da29839c60f270c8db9fd832ded5f2ef20311c5685a701a0b7,CIV.3.2_1,12.772,3,0.587,29553,5.22125,-3.72986,58783,1,7.0
a415cda536f0b9b4e0d7dbe41c517ecfc1015c3616e2f94e3acfb3193c6400d8,-1,9.22,0,-1.0,-1,,,39748,-1,-1.0
a48112a411325b46818d97548052fe88321ce4627bb91b57e942a8e8ac909913,CIV.1.1_1,0.791,1,0.0,1548,5.28187,-3.94753,36411,1,8.0
a4be560f5ba93a06029fb7add0c21993d9bb0dc9ccfdc2635ac42a4609f1e456,CIV.1.1_1,44.232,1,0.0,47101,5.36098,-4.06312,63689,1,8.0
a52fce0f4b8a333cd08352f7dc08f011b6e39723a70ada818d5c6cf93965d231,CIV.7.3_1,3.934,1,0.0,3112,6.03957,-3.95134,3112,0,7.0
a579a78d7ccf13284937c9179d87707c28bbe952146e9c0f8c2e45bcec76b700,CIV.1.1_1,2.429,1,0.0,47545,5.33312,-4.09713,53842,1,8.0
a582afc582ed160dae67033c13081f1551c7eb46f7e6395470fb0ca2afddcbd5,-1,0.853,0,-1.0,-1,,,94667,-1,-1.0
a5912a315a0dd16bfd26fe91e5eefd5581a16163b6219f02efd86e60aa5a7175,CIV.1.1_1,16.46,1,0.0,80151,5.39789,-4.0023,161971,1,8.0
a6a2dfd655dcbc83deb82ddd22c095df0abefd61c06e7421bcde6eac9a934b13,CIV.12.3_1,5.331,1,0.0,5654,7.95958,-6.67806,7205,1,8.0
a6d74c27f4dd3abd884948bab303afe7df4eb4e293be91155ee139c333e90002,CIV.9.1_1,0.001,1,-1.0,612,6.88936,-6.44766,612,1,7.0
a6e004e09625346908f5b049bd6e73a77a1c7f80c334f86eda17bce5b6c97b72,CIV.11.1_1,238.907,2,145.126,53243,7.69318,-5.0592,84600,1,7.0
a7035aa6641086dea1bec53b2dd2aa4dbc2eb524e67e45848a15e401e1d7a3ce,CIV.1.1_1,50.627,1,0.0,3420,5.26254,-3.96861,71658,1,8.0
a736e37122d1586a8245d8025825aeb8bdc4c76caf854cbf07a0731f5f317a99,CIV.1.1_1,7.668,1,0.0,27739,5.3421,-3.94958,39663,1,8.0
a75508dff1b09f669c5f13781b3dc7597e8fa1f61cf19eaec6c84b1d1971fd9f,-1,78.137,0,-1.0,-1,,,13196,-1,-1.0
a76853efc5e9560d6b09dc43b10350f71671a0d4dcc0712d3ee4bf0d4c70594c,CIV.1.1_1,25.756,1,0.0,28036,5.34767,-4.04974,39073,1,8.0
a7700c5f3d0c896adab1261bf5e1849d70f023bca85f63267de4cafcad157938,CIV.1.1_1,90.346,2,22.038,52239,5.31464,-3.99353,83832,1,8.0
a83237fd4b4a884c82387a832994ced0cc466c7a104b3fdf72c4b73a5f98e69c,CIV.11.1_1,1.05,1,0.0,786,7.70407,-5.02739,1597,1,8.0
a867678596def6d55527824427b65acaa4b2c4f250d9e1b8ea916ae6faff395e,-1,0.0,0,-1.0,-1,,,546,-1,-1.0
a8882d82cfaf4799747150d10cfdd24eee7c29207c1f21d176a0fc05910f0676,-1,0.0,0,-1.0,-1,,,0,-1,-1.0
a8c3c0d22424373cd8b948bdea7eb1c73899077ec5af6b2850853f86998b955a,CIV.3.2_1,4.753,1,0.0,25726,5.21027,-3.72986,30071,1,8.0
a8cf6c6b6efd4c38a791ac17ce37a21ef66b3c28168b800e5bb4645ffaf527d9,CIV.1.1_1,26.442,1,0.0,75586,5.33112,-3.9386,77967,1,8.0
a98776b540206129c7aa75e8f541ea38e6b011b68d26c86959605852a8bea9af,CIV.1.1_1,42.706,4,1.315,35026,5.35858,-4.09241,58104,1,8.0
aa24b0a06181c6abe2431af033e697de79ed773ce8c7eb6a93953cbb8df30c4d,CIV.11.1_1,4.613,1,0.0,99073,7.44127,-5.29214,179936,0,7.0
aa349dd6d36da4f802b794475818c24c291382d08ec5e335cd818b273d0921d8,CIV.1.1_1,1.529,1,0.0,11015,5.35991,-4.09669,17473,1,8.0
aa72993ccdbc42a4aa84b14adb31e8da4c37a3b6c3a5730ed7cb5ceefb7ac0bd,CIV.1.1_1,1.546,1,0.0,56687,5.41971,-4.01922,73558,1,8.0
aa7aa22520cacbf4a16791f7ccf176208e9bfb93004c3ce3b15a7cd0c1f8f712,CIV.1.1_1,40.398,1,0.0,59226,5.25421,-3.94958,80954,1,8.0
aa7e57e8c1286b8cf088b4a6110795bd2f807f73084c2e8655781bbdfc8527e9,CIV.1.1_1,0.16,1,-1.0,81765,5.34247,-4.0991,81765,1,8.0
aada0adb58a33b70581a9f7581f6d1779854addb71e0a9c9ca49ff3d41621ffd,-1,2.928,0,-1.0,-1,,,74924,-1,-1.0
aae2b89d16e379343192547cacaf47cdf66680dbf608886ef91690a42e6f479e,-1,13.184,0,-1.0,-1,,,65381,-1,-1.0
ab04892ab9981537e72d8fd1df19e775ce778538457f03b49e7ef680a25c076d,-1,8.768,0,-1.0,-1,,,153301,-1,-1.0
ab10613140f34febedacb19f16c2e9e300523617c2d73bb812fa98faea441079,CIV.1.1_1,0.0,1,-1.0,12111,5.3605,-3.93302,12111,1,8.0
ac89ca552458b4f7efb9d5bd416941ab037110501c0ccb27bbe589d7e87db29c,CIV.1.1_1,14.746,2,0.459,3041,5.32426,-4.11215,79341,1,8.0
ac97175725a1375915dfc7520afadd2a764b08047f533379f485e00cfbcd029c,-1,3.197,0,-1.0,-1,,,58961,-1,-1.0
ad5b572879b66e51e4f527489e83874995498b3db80a9444011d9b9d63a8b06a,CIV.8.3_1,1.534,1,0.0,34261,6.89094,-8.1205,55187,0,7.0
ade1dd72f3d353fcaadb66a2ea76c041046181c0b5cdbd519f8d728e3703a614,CIV.1.1_1,28.78,2,3.447,63611,5.32562,-4.04846,75367,1,8.0
aded1aa9b2d27a433a82229bfabdeb2cd4c456012c49ad772b315ed618cc2a25,CIV.3.2_1,5.908,1,0.0,20923,5.46231,-3.2085,27028,1,7.0
ae034223b6d01e63702fe646ef5913b90ab4ed723ae98e4c22655a33b73b7c30,-1,4.627,0,-1.0,-1,,,67826,-1,-1.0
ae0ce3c4c1630bca5c81694cdfd111651c5a4237e0d88dae8d48c67231155888,CIV.1.1_1,171.246,2,3.894,39072,5.39881,-3.99126,608015,1,8.0
ae20b7ae9ade09ce570194ab232470d84bf914991d58277022a22afadf1d173f,CIV.3.2_1,177.595,1,0.0,31910,5.29163,-3.31087,58641,0,6.0
ae53e550d9263d9760cbdbd5f34233b8c0d898c21cdfd5a7db58600bf073cc15,CIV.1.1_1,15.905,1,0.0,29282,5.3476,-3.98254,34856,1,8.0
ae8ad4c222b83111ff730dff01f077cb1f2e8af13658f2d92e9eb98f6ed19939,CIV.7.2_1,13.938,4,1.608,22553,5.20856,-4.4201,69800,1,6.0
af45947c86ed3082b3d854479a91e493f5d899e9e0e100a583b763f8a5351edd,-1,2.203,0,-1.0,-1,,,2480,-1,-1.0
af6236a7c36f599b27705690c0873445660c70d2ecf8d281fb92ab0daf9d0895,CIV.9.1_1,4.32,1,0.0,52070,6.87255,-6.45526,57280,1,7.0
af80ad1541399046cb94b41f160bc028d46ab420ce3c9c75a58320e1a1dabeaf,CIV.13.1_1,0.082,1,-1.0,19345,6.83639,-5.26097,19345,1,7.0
af841930f4cb4370d464b033d552c5ac8c60da3ccbcddec35f5b719315085e81,-1,0.224,0,-1.0,-1,,,6326,-1,-1.0
b0db02da263597991854e3b67cf7409dd01b9215393c302261d0ea8a336b2d91,CIV.1.1_1,60.936,1,0.0,5552,5.33385,-4.08408,75545,1,8.0
b11505777dbb92b377aea8e4d4f2a79f533b0f5793bf357899705772d99772b4,CIV.1.1_1,5.893,1,0.0,3419,5.35835,-4.05991,4783,1,8.0
b154b70d0f08f8a18ba3ec71dc74d61cbfeac57c56ab67c8e288c11a35ae7aeb,CIV.10.3_1,0.084,1,-1.0,10983,10.38758,-5.76165,10983,1,5.0
b1b444c606e8a9fb89003306e10aadf259e23db95a0e16da9a3a3b978b10edba,-1,0.0,0,-1.0,-1,,,0,-1,-1.0
b28ca09d88c54afd89644621aebb69f950b1067b92656a6e14c0cbc75c247b47,CIV.1.1_1,44.788,1,0.0,30216,5.36496,-3.92933,55747,1,8.0
b2e3f8d654991fb81d7f8e4def81e652974617970d53ec0d8cb2430e0ae5cc8f,CIV.1.1_1,1.024,1,0.0,9695,5.30933,-3.94511,92090,1,8.0
b302f9a3eadd528b5d31c25e3f1818fd97d62645803f289fa0c905f02f728cd5,-1,29.598,0,-1.0,-1,,,251684,-1,-1.0
b3041b7b41d5a7c98323ceaa212786248b5498e990b4de21483be694133bbc2c,CIV.10.2_1,5.978,1,0.0,37421,9.47453,-5.62625,68894,1,8.0
b30c4326588bb32a8ab0b9d0857a96b9f340676a88cb694c2afb7fd10ccbc5c6,-1,0.0,0,-1.0,-1,,,0,-1,-1.0
b33a44c5b8ed22c58933113f59f493f2ec788f4f559d36248539bc5eb5535793,-1,0.0,0,-1.0,-1,,,0,-1,-1.0
b346a0f77d8df205e3d72bb29557434614d106a431f88453b281f01d9e9b9cae,CIV.1.1_1,27.053,1,0.0,1257,5.34481,-3.9771,55027,1,8.0
b44e0dda9766fb8865c46535ae8b23618d75e05aea54394a52b603576e77bd95,CIV.1.1_1,0.623,1,0.0,1140,5.34517,-4.08094,2371,1,8.0
b463ca591cf76754183ddbb5d0555fa42c64aa6718fb84855c5e8581a229793f,-1,25.664,0,-1.0,-1,,,34128,-1,-1.0
b4cd6b81bf6e3b6ec5e40d0c7dc3e549b754e7a6604963c563bb6969b328d99e,CIV.1.1_1,54.85,2,1.183,10521,5.36048,-4.09837,30551,1,8.0
b50adb7c961898f5b8bddfe96cb2ae4e079ec51f9b8eff96be17703b80b46658,CIV.1.1_1,14.759,1,0.0,75685,5.41351,-3.98254,78580,1,8.0
b51429458ce44b0c86431aed055e7d9efe711ff901f1522d0ccdc9c72cd0f76b,CIV.1.1_1,2.201,1,0.0,43869,5.36957,-3.9386,43869,1,8.0
b56d56af2f96e45afcfbc8397d8ecb84bc8feab7815b3370981bbeb9ae337739,CIV.1.1_1,18.029,2,3.185,75381,5.30412,-3.97006,109486,1,8.0
b6308a09e92a184826bfc8aab7ef740fb1a95787099507f77c62125d5c4ec2b5,CIV.1.1_1,12.254,1,0.0,41803,5.3421,-3.98254,58009,1,8.0
b6b6101c417bf848dface8864bc4f95d8da1c0feee895efb99b5b6fbf45b7426,CIV.1.1_1,7.143,1,0.0,55122,5.33112,-4.05945,78580,1,8.0
b6de8714fdce6f31cbedf5d32541cacc96112fa364ca9d2153a76693a4eb42cd,-1,0.0,0,-1.0,-1,,,143,-1,-1.0
b6f91f848468fbb8dfda6443012c38b247fd90d240fb8361a9b0a2fa9a610ae0,CIV.1.1_1,13.48,2,5.464,48579,5.32936,-4.02176,62714,1,8.0
b77a12d9a233a3453c19e4863181abc6e3570393600fa0fd2005ba3ea3625746,CIV.8.2_1,25.605,1,0.0,4870,6.73855,-7.34579,22769,1,7.0
b81ae9930b21369c8d79d67a34d40f1d77e3c140b454fdf8f3706f344afb4051,CIV.3.2_1,11.621,2,2.351,7805,5.19543,-3.7282,79304,1,7.0
b82068a016a9d72425412a9c2a1ebd5f23069a02fd43e862e08d2d4b938c06fa,CIV.1.1_1,2.444,1,0.0,3337,5.44633,-4.01479,3337,1,8.0
b85cb823a9abe99a12f5a72ac41a1c4501910d93e1c500d5cfe6e792277991b8,-1,0.047,0,-1.0,-1,,,478,-1,-1.0
b8cbab0de7bd62bf52d7d02bcf9bfdf76b621b3572922e01f2972cd1d0adcaae,CIV.1.1_1,0.0,1,-1.0,85177,5.39703,-4.00452,85177,1,8.0
b8d25e34e95a1c5a60c7eb5e2a1fe292bc025a3dc8aee8b76a83bc4bad767bc8,CIV.1.1_1,189.927,1,0.0,3285,5.48746,-4.06426,31527,1,8.0
b9537a35a0db24d771423882b4bf0599186148398d23a606fd4cf5be158cbb81,CIV.1.1_1,25.478,1,0.0,1247,5.25719,-3.96678,44942,1,8.0
b9b5d03b985a1bfc80834fd33063321f4f96399051f637db937e9458b4f13c1f,-1,32.091,0,-1.0,-1,,,74768,-1,-1.0
b9cea1f792a293fbcd523c9e21f99ddbe9cad32ccc927b75ebc5a78fa955275b,CIV.1.1_1,0.925,1,0.0,33873,5.23773,-3.87268,37032,1,8.0
bad014357cf239480008323d9d7e8c08f5aa77c99ddd9808f4cd989eeec7b1a9,-1,0.0,0,-1.0,-1,,,0,-1,-1.0
bb03847e3cba2063fdc4dd66e5982b3671eb97dd3cdb0d165b4c3581bb7c6eef,CIV.1.1_1,143.409,1,0.0,2211,5.3372,-4.057,108389,1,8.0
bb162d6235bea23732d1f04c07276ead2db0308c40177792a3cb87eed7154750,CIV.1.1_1,12.495,2,5.019,43548,5.40219,-3.98965,87866,1,8.0
bb49b68cf2a9d9c1140cc2efb63904684a46f7809e0d6968fb720fd4ed67ee8e,CIV.8.3_1,0.0,1,-1.0,24856,7.39989,-7.53299,24856,1,7.0
bbbd6a5206d43a38514fba0310b5222af7ec7523ad2fed3c75f2d5fdfb50d745,-1,3.276,0,-1.0,-1,,,58983,-1,-1.0
bc8d3b53a6d82a57dcf7a4b54452b31bdd177a490248bd623bb6e5846e71d9ea,CIV.1.1_1,0.339,1,-1.0,5892,5.30335,-3.97002,5892,1,8.0
bcc34aa49924b0266d9778a977678542ef00716f4e1bf2ac5acba0e9f5846c38,CIV.1.1_1,4.655,3,0.492,5150,5.34505,-3.96728,17407,1,8.0
bcfbda7c4db54c58cb5f8332f9c57829033be9b1ab5ea0edd3530efb1c0d5959,CIV.1.1_1,34.102,3,12.958,9760,5.25669,-3.95824,24377,1,8.0
be4349a46ddeb31302804eb851949d8022192a8b6012dcccd6038bad7e048085,CIV.1.1_1,63.407,2,20.028,23336,5.36187,-3.99134,83961,1,8.0
bf0fa1ac177c34f8f6a85261ab845379ca77887e37126b1a97dc74b53cb0592f,CIV.7.1_1,0.704,2,0.705,20964,6.28143,-5.07019,22454,0,6.0
bf6675fea6a29f548e7db7989e0412a0bef1725f4e6ac7fdcc8d05a3a36d2e02,CIV.1.1_1,0.0,1,-1.0,88665,5.35309,-4.0155,88665,1,8.0
bfd42ed74cd8a68a7e35cdcd6b7de5093b49055c4fbb4b75e3b4733a9f3c57fa,-1,0.548,0,-1.0,-1,,,2297,-1,-1.0
bff06bc9b2ead799bef6b93ee526af3ed7229e0591e580ec9a95bd5e8e205bb7,-1,0.0,0,-1.0,-1,,,0,-1,-1.0
bff4bfd0c9943904a2c17c149b30b49c956d0934e7cacd207aa2e2fd94709965,CIV.1.1_1,48.183,2,6.512,25347,5.39703,-3.94958,80130,1,8.0
c093698a5d817806aa00b2a33651e970a1363ebda07e89a45b28bd0ecebda729,-1,38.621,0,-1.0,-1,,,4716,-1,-1.0
c0d37d60fb63789cfdd7a0bfc3794fd93ae4275f908488d39e24fc3a878e09cc,CIV.13.1_1,0.069,1,-1.0,4987,6.7928,-5.26981,4987,1,8.0
c0fec0ac86861db74c1dd6afd4d404540ee4a49d632d66520b604fae8746b336,-1,3.715,0,-1.0,-1,,,726,-1,-1.0
c1b33a5c8b24972fb3198ed651f8d2fd241ae73c60e79bfce00a8e9bd7a18758,CIV.7.3_1,3.267,1,0.0,2447,6.09745,-3.84785,9074,1,7.0
c1ea2d2dcdfd6072ef56992247656cf642a109cea664414b44fad3a80dc27332,-1,0.0,0,-1.0,-1,,,0,-1,-1.0
c21e9b72225c64a8f35c9df8d7f5e909c863a08fb54fb9b18906e8dce8c07083,CIV.1.1_1,19.717,1,0.0,52335,5.30365,-3.97156,61565,1,8.0
c262e303aad83bf3c42a0b1e414d34fbc5297e3c46a15fb2c7858ac07b4a1f2d,-1,0.242,0,-1.0,-1,,,4202,-1,-1.0
c2b2f0e8dec4a96b0445da887286bb586efc4924ec05b4b42e7649fc9405b920,-1,0.0,0,-1.0,-1,,,0,-1,-1.0
c363f3dbf7872533eb33435cb8d7b422f198ac4b5e9018f05c14dee5abacb5f8,CIV.3.2_1,40.98,1,0.0,57497,5.21557,-3.76286,67331,1,8.0
c37e8dd07fca5f0ed9e42eef0e26cca9b7a137408475d805a5515fbcfe5ea52a,CIV.1.1_1,62.438,4,1.715,40030,5.40128,-3.97276,76331,1,8.0
c37ee8f38e05c24619577079e12180d5a7a100dbc9db9db1b33b32eb936c5e91,CIV.6.3_1,103.311,2,27.453,12008,6.47058,-4.35858,40700,1,7.0
c3881211119c399a4de23639b139b0515380156d9a8332319e689fab11844906,CIV.1.1_1,12.924,1,0.0,19869,5.44004,-4.01926,30977,1,8.0
c3abc263ad4493340e3154cf874f1453ef0341c4da02c284beeed68f71f7e442,-1,26.482,0,-1.0,-1,,,5037,-1,-1.0
